id,article_content,author,source,category,date_of_publication
1994,"Acordo adia discussão de PEC das eleições diretas na CCJ do Senado. PEC em tramitação no Senado prevê eleição direta se Presidência ficar vaga nos 3 primeiros anos do mandato. Constituição prevê eleição direta se houver vacância nos 2 primeiros anos..  Um acordo entre senadores adiou nesta quarta-feira (24) a análise na Comissão de Constituição e Justiça (CCJ) do Senado da Proposta de Emenda à Constituição (PEC) que estabelece eleições diretas se a Presidência da República ficar vaga nos três primeiros anos do mandato. Com o acordo, foi feito um pedido de vista coletivo (mais tempo para os membros da comissão avaliarem a proposta). A previsão agora é que o texto – de autoria do senador Reguffe (sem partido-DF) – volte a ser discutido na comissão na próxima semana. No momento do pedido de vista na CCJ do Senado, o relator do texto, senador Lindbergh Farias (PT-RJ), tinha começado a ler seu parecer final. O adiamento havia sido negociado antes mesmo de o relator começar a leitura. A PEC de Reguffe altera o parágrafo 1o do artigo 81 da Constituição, que trata da vacância da Presidência. Atualmente, a legislação prevê que, na hipótese de presidente e vice deixarem o comando do país nos últimos dois anos do mandato, deve ser realizada eleição indireta, em até 30 dias, pelo Congresso Nacional. ""§ 1o Ocorrendo a vacância nos últimos dois anos do período presidencial, a eleição para ambos os cargos será feita trinta dias depois da última vaga, pelo Congresso Nacional, na forma da lei"", diz a Constituição. A proposta de alteração constitucional apresentada por Reguffe prevê que, na ausência definitiva do presidente e do vice, o Congresso elege indiretamente o chefe do Executivo federal se a vacância ocorrer no último dos quatro anos de mandato. Na hipótese de o presidente Michel Temer deixar a Presidência neste ano, a eleição seria direta. Ao justificar a proposta, o senador defendeu que a PEC “tem por objetivo devolver à população brasileira o direito de escolher o presidente da República, por meio de eleições diretas, em caso de vacância da Presidência nos três primeiros anos do mandato presidencial”. Relator da proposta na CCJ do Senado, Lindbergh Farias apresentou um texto substitutivo à proposta original de Reguffe. Ele propõe que o texto determine a realização de eleições diretas para a Presidência, fora do calendário eleitoral, nas hipóteses de renúncia, morte, impedimento, decisão judicial ou por qualquer outra circunstância. “Essa redação é suficiente, a nosso ver, para eliminar divergências hermenêuticas sobre o real alcance da norma”, justificou. A segunda mudança recomendada por Lindbergh foi acrescentar um dispositivo para determinar que a posse do presidente e vice-presidente eleitos diretamente ocorra até dez dias após a proclamação do resultado das eleições. “Assim, no caso de eleição direta, a Justiça Eleitoral poderá agilizar os procedimentos para que a posse se o mais rapidamente possível. No caso de eleição indireta, a posse pode ocorrer imediatamente após a proclamação dos resultados, ou seja, no mesmo dia ou no dia seguinte”, defendeu Lindbergh. Por fim, o senador do PT quer incluir a cláusula que trata da vigência da PEC. Lindbergh quer que o texto afirme que as novas regras ""se aplicam às hipóteses de vacância que estejam em curso na data de sua publicação”. “Essa regra de transição é necessária para fazer frente à grave situação político-institucional pela qual passa o país neste momento histórico. O presidente atual, não possui legitimidade para governar. Sua saída representa um imperativo democrático fundamental para a estabilidade do Brasil"", escreveu Lindbergh Farias no relatório substitutivo. Simultaneamente à discussão da PEC das Eleições Diretas no Senado, era travada uma disputa entre governistas e oposicionistas na Comissão de Constituição e Justiça da Câmara. Integrantes da base de apoio de Temer tentaram conter as pressões da oposição para que o colegiado começasse a discutir nesta quarta-feira outra PEC que trata da realização de eleições diretas nos casos de vacância dos cargos de presidente e vice-presidente da República. A proposta em tramitação na Câmara, de autoria do deputado Miro Teixeira (Rede-RJ), estabelece eleições diretas na hipótese de a Presidência ficar vaga até seis meses antes do fim do mandato presidencial. Nesta terça-feira (23), a matéria estava na pauta da CCJ, mas foi retirada da fila porque a sessão foi encerrada por conta do início da fase de votações no plenário principal da Câmara. Apesar das pressões dos oposicionistas, a PEC não entrou na pauta da comissão nesta quarta. A oposição apresentou na manhã desta quarta-feira um requerimento com assinatura de um terço dos membros da CCJ, o que permitiria convocar uma reunião extraordinária com pauta única para votar a PEC. No entanto, seguindo a orientação do Palácio do Planalto, deputados da base de Temer não aceitaram a convocação. A reunião desta quarta foi iniciada com diversos apelos de deputados da oposição para que o presidente da comissão, Rodrigo Pacheco (PMDB-MG), convocasse a reunião extraordinária para tratar da PEC batizada de Diretas Já, em referência ao movimento político que, na reta final da ditadura militar, tentou garantir que o presidente da República fosse escolhido diretamente pelos eleitores, e não pelo Congresso Nacional. “Ontem [terça], identificou-se uma impossibilidade muito grande de se votar isso [PEC das Diretas Já]. Não vou travar a CCJ por causa de um item”, afirmou na manhã desta quarta o presidente da CCJ. “É puramente palanque político para potencializar ou amenizar crise. Não vamos usar a CCJ para isso”, acrescentou Rodrigo Pacheco. O líder do governo no Congresso, deputado André Moura (PSC-SE), defendeu, em meio à sessão, que a Constituição não seja alterada no trecho que trata da vacância da Presidência. Diante da pressão dos oposicionistas, o parlamentar do PSC afirmou que a decisão de pautar a matéria é do presidente da comissão. A líder do PC do B na Câmara, Alice Portugal (BA), acusou o Planalto de tentar obstruir a análise do tema por medo de perder. “Estão com medo de pautar as diretas. Se pautarem, estão com medo de perder. Eles não têm coragem de colocar o dedo no painel contra essa matéria”, enfatizou. Mais tarde, o presidente da CCJ afirmou que não houve obstrução ou impedimento para a proposta fosse apreciada. Ele disse que vai aguardar conversas do governo para depois definir uma possível data para pautar a PEC. “Eu já demonstrei que eu pauto e pautarei se não houver acordo, no momento que eu achar conveniente. O que eu quero é construir um entendimento dos partidos para que possamos fazer um consenso na inclusão dessa pauta”, disse Pacheco.","Por João Cláudio Netto e Bernardo Caram, TV Globo e G1, Brasília",https://g1.globo.com/politica/noticia/acordo-adia-discussao-de-pec-das-eleicoes-diretas-na-ccj-do-senado.ghtml,tv_celebridades,24/05/2017 14h57
1873," Foi no comecinho de 2000 que conheci Lauro Machado Coelho pessoalmente. Verde de tudo, eu dava os primeiros passos como repórter do “Caderno 2” quando fui pautado para entrevistá-lo por conta do lançamento de A Ópera Barroca Italiana , segundo volume da coleção História da Ópera . Lauro me recebeu em sua casa e conversamos durante toda uma manhã. Aos poucos, a barba branca já não assustava, revelando, na verdade, uma pessoa generosa, atenta a todas as perguntas (que, em boa parte, não deveriam ser das mais inteligentes) e cuidadosa na resposta. Mais do que isso: ao perceber meu fascínio com as paredes forradas de LPs, livros e CDs, colocou todo o seu acervo à minha disposição. E, uau, que acervo! Nós nos reencontraríamos muito mais cedo do que eu imaginara. No sábado daquela mesma semana, sentamos lado a lado na Sala São Paulo para assistir um concerto da Osesp. O maestro Michael Tabachnik regia a Sinfonia no 4 de Mahler (a solista era a soprano Gabriella Pace). Se a memória dos detalhes daquela tarde ainda está fresca é pelo impacto não apenas da música em si (foi minha primeira quarta de Mahler ao vivo), mas pela reação do Lauro. Ao final do concerto, as lágrimas corriam pelo seu rosto e me pareceu incrível que alguém com a experiência dele, que já ouvira aquela obra tantas vezes, fosse capaz ainda de se emocionar, sem cinismo. “Mahler, Mahler”, foram as palavras sucintas dele, com um sorriso já tomando lugar do choro. “Isso é a síndrome do arrepio: tem obras que mexem com a gente sempre, não importa quantas vezes as ouvimos.” Poucos dias depois, o então editor do Caderno 2 , Evaldo Mocarzel, me chamou para conversar. A partir daquele momento, Lauro assumiria a função de crítico de música clássica e ópera do caderno. Não demorou muito para que o telefone tocasse. Era o Lauro. “João, falei agora com o Evaldo e queria dizer que proponho que trabalhemos lado a lado, em parceria.” Foi uma gentileza com um foca que engatinhava na profissão. E dela nasceu nosso plano de trabalho: eu fazia as entrevistas, Lauro escrevia as críticas. Ao longo dos onze anos de atividade conjunta no jornal, nunca tivemos problemas ou desentendimentos, cada um ciente de seu papel, em uma equação que tinha ainda João Marcos Coelho, como colaborador do suplemento dominical Cultura . A relação profissional tornou-se, muito rapidamente, apenas parte do contato cada vez mais próximo que mantínhamos. Lauro ainda não tinha e-mail naquela época, então salvava suas críticas em disquetes. Eu, a caminho da redação, passava em sua cada para retirá-los. E precisávamos, na verdade, tomar cuidado com o horário de fechamento, pois, uma vez em seu escritório, desenrolavam-se conversas que pareciam não ter fim, que começavam com considerações sobre o concerto ou a ópera da noite anterior e seguiam por gravações, maestros, obras. E, junto com o disquete, eu levava a tiracolo um livro, um CD, mais tarde um DVD. Foram momentos de enorme aprendizado, com um professor que ouvia o aluno e suas considerações com atenção que elas com certeza não mereciam. E, de maneira sutil, apontava direções. *** A obra de Lauro é vasta, mas possui elementos comuns que a definem. Em 1999, Décio de Almeida Prado, resenhando A Ópera na França , o primeiro volume da coleção História da Ópera , escreveu que ele é “um fenômeno raro no Brasil: a pessoa competente num determinado setor do conhecimento humano que não escreve tendo em vista apenas pessoas igualmente competentes neste mesmo setor”. A clareza era uma obsessão. Quando, anos depois de nos conhecermos, comecei a ensaiar a escrita de algumas críticas, não para publicá-las, mas apenas como exercício, ele insistia sempre nesse ponto: “Eu e você sabemos o que você quis dizer, mas será que o leitor também será capaz de compreender? Porque, se ele não for, o texto perde o sentido.” A clareza era fundamental também porque Lauro pensava a criação musical à luz do contexto histórico em que ela surgia e também da biografia de seus autores. Parece óbvio, mas é um terreno escorregadio, no qual pode-se muitas vezes recorrer a releituras que jogam a obra para segundo plano e a afastam do ouvinte. Mas esse era um erro que Lauro evitava. O jornalista tinha obsessão pelos fatos; o jornalista especializado em política internacional entendia a arte em seu contexto histórico, social e cultural; o professor apostava na compreensão; e o apaixonado por música articulava todos esses aspectos para fazer da obra algo com que o leitor ou o aluno pudesse se relacionar de maneira direta, rica, entendendo que a arte era fundamental, em um nível individual, para a compreensão de nós mesmos. É isso que faz da coleção História da Ópera um marco tão importante no mercado editorial brasileiro, ainda que o projeto não tenha sido concluído. Ficaram faltando os volumes dedicados a compositores específicos, como Verdi, Mozart, Wagner. Mas os volumes coletivos, dedicados a períodos ou países, são testemunhos de sua capacidade de estabelecer relações e pontes entre fatos a princípio estanques. Para o leitor, os mais de dez volumes terminados formam uma introdução não apenas à história da ópera, mas àquilo que faz do gênero algo tão fascinante. Da mesma forma, suas biografias, editadas pela Algol, também preencheram lacuna gigantesca. E é significativo que, convidado a escrever uma série de livros sobre compositores, tenha fugido das escolhas mais óbvias, se dedicando a Liszt, Bartók, Sibelius, Bruckner e Berlioz, além de Shostakovich. Eram paixões suas, claro, mas dedicar volumes a eles era compartilhar com o leitor outra de suas qualidades, a curiosidade sem fim que o fazia se interessar por obras e autores pouco conhecidos, fazendo com que um dos esportes preferidos dos amigos fosse tentar surpreendê-lo com uma peça, uma gravação ou um autor obscuro (que ele, na maior parte dos casos, já conhecia, e sobre o qual acabava nos ensinando com naturalidade). *** Nos últimos tempos, falávamos sobre a possibilidade de editar uma coletânea de seus textos críticos publicados na imprensa. Um levantamento rápido nos arquivos do Estado revelou que, só no Caderno 2 , entre 2000 e 2011, foram quase mil textos sobre música. E Lauro também fazia questão de recuperar seus textos sobre cinema no Jornal da Tarde , que considerava parte importante de sua produção jornalística e tratava com enorme afeto. Pois se a ópera era sua paixão, cinema, literatura, artes plásticas também faziam sua cabeça. Da última vez que estivemos juntos, no final do ano, levou daqui de casa livros de Albert Camus, que gostaria de reler (Lauro foi professor de francês e literatura francesa em Belo Horizonte e em São Paulo). Lauro concordava que, vista em conjunto, sua atividade crítica ajudava a montar um panorama do que tem sido a vida musical brasileira. Mas ressaltava, sem paradoxos (e talvez com excesso de modéstia), que o texto jornalístico será sempre efêmero, voltado para o momento único do concerto ou da récita de ópera (sempre com generosidade e respeito, cuidados que fizeram dele uma figura querida entre a classe artística). Em outras palavras, só o olhar comprometido com o agora, com a crença no valor daquilo que é feito, é que poderia levar à formação de um corpo crítico que fosse além do presente para, no futuro, ajudar na compreensão do passado. Neste último encontro, Lauro esteve em casa para trabalhar em um texto sobre La belle Heléne , de Offenbach, para o programa da montagem apresentada pelo Theatro São Pedro em dezembro. Apesar dos anos afastados do trabalho diário, a memória parecia intocada: relembrava com detalhe passagens do libreto, evocava outras obras do compositor. Com o texto pronto, assistimos juntos em DVD uma montagem do “Don Carlo”, de Verdi, uma de nossas paixões em comum. No carro, no caminho de volta, pediu para ouvir um trecho de uma sinfonia de Bruckner. Enquanto ouvíamos, lembramos da “síndrome do arrepio”. E daquele encontro na Sala São Paulo ao som da Sinfonia no 4 de Mahler. Lauro era, como crítico, uma referência para a vida musical brasileira, para todos nós. Mas era também um amigo cuja generosidade e amor à música não serão jamais esquecidos.",João Luiz Sampaio,http://cultura.estadao.com.br/blogs/joao-luiz-sampaio/lauro-machado-coelho-generosidade-e-amor-a-musica/,sociedade_cotidiano,01 de fevereiro de 2018
1049,"Temer comete gafe em vídeo e diz que governo tem feito voltar o desemprego. Presidente divulgou vídeo no Twitter sobre viagem ao G20. Ele afirma: ""Pude fazer um relato do que estamos fazendo no Brasil, gerando inflação baixa [...] fazendo voltar o desemprego""..  Em viagem à Alemanha, o presidente Michel Temer cometeu uma gafe ao divulgar, nesta sexta-feira (7), no Twitter, um vídeo no qual afirma que o governo tem feito ""voltar o desemprego"". Temer está no país para participar da cúpula do G20, grupo que reúne as 20 principais economias do mundo. Na gravação, o presidente explica o que fez durante o dia ( leia detalhes sobre a agenda do presidente ao final desta reportagem ). ""Em outra sessão [do G20], também se discutiu a questão dos negócios internacionais, das relações internacionais. E cada país fez um relato daquilo que está fazendo no seu país, como eu pude fazer um relato do que estamos fazendo no Brasil, gerando, exatamente, inflação baixa, reduzindo os juros, fazendo voltar o desemprego e combatendo a recessão"", diz o presidente no vídeo. Na semana passada, ao discursar em um evento no Palácio do Planalto, o presidente já havia cometido outra gafe. Ao se referir a empresários russos, disse ter se reunido com ""soviéticos"" . A União das Repúblicas Socialistas Soviéticas (URSS), ou União Soviética, acabou em 1991 e, desde então, os países se tornaram independentes da Rússia. Arquivo JN: O fim da União Soviética e o golpe que derrubou Gorbachev ""O deputado [Darcísio] Perondi [PMDB-RS] esteve lá [na Rússia], na nossa comitiva, ao lado de outros senadores, deputados e ministros, e nós podemos verificar o interesse extraordinário dos empresários soviéticos e dos empresários noruegueses, que têm extraordinários investimentos no nosso país pelo que está acontecendo no país"", disse o presidente na ocasião ( assista abaixo ). Em viagem à Noruega, há cerca de dez dias, Temer também cometeu uma gafe e chamou o rei norueguês Harald V de rei da Suécia , país vizinho. O ato falho ocorreu em uma declaração de despedida, na qual o presidente agradeceu, dirigindo-se à primeira-ministra norueguesa Erna Solberg, a hospitalidade das autoridades e do povo da Noruega. No mesmo pronunciamento, Temer também se atrapalhou ao dizer que, mais tarde, iria visitar o parlamento do país europeu. Em vez de se referir ao Legislativo norueguês, ele disse que iria ao ""parlamento brasileiro"" ( relembre abaixo ). Após desembarcar na Alemanha, na madrugada desta sexta, Temer se dirigiu para o hotel onde está hospedado em Hamburgo. Ao ser questionado sobre a posição do Brasil no G20, o presidente afirmou que não há crise econômica no país . ""Você sabe que crise econômica e política [...] crise econômica no Brasil não existe. Vocês têm visto os últimos dados"", afirmou. Surpreendido com a resposta, um jornalista interrompeu Temer e questionou: ""Não existe crise econômica, presidente?"" ""Não, pode levantar os dados e você verá que nós estamos crescendo empregos, estamos crescendo indústria, estamos crescendo agronegócio. Lá não existe crise econômica"", emendou o presidente. Pela manhã, Temer participou da reunião dos líderes do Brics (grupo formado por Brasil, Rússia, Índia, China e África do Sul). O encontro antecedeu a reunião de cúpula do G20. Após a reunião, o presidente foi para a cerimônia oficial de chegada dos chefes de Estado dos países que compõem o G20. Ao entrar, foi recepcionado pela chanceler alemã Angela Merkel, anfitriã da reunião. Ela fez questão de cumprimentar um a um os líderes dos países visitantes, incluindo aqueles com quem ela não tem afinidade, como o presidente norte-americano Donald Trump.","Por G1, Brasília",https://g1.globo.com/politica/noticia/temer-comete-gafe-em-video-e-diz-que-governo-tem-feito-voltar-o-desemprego.ghtml,politica,07/07/2017 15h14
1981,"Gol pagará R$ 4 mi por acidente que transformou área em casa dos espíritos para indígenas. Queda de avião deixou 154 mortos; para comunidade no MT, terra afetada tornou-se imprópria para o uso da comunidade, por razões religiosas e culturais.  A Gol pagará indenização de R$ 4 milhões por danos ambientais, materiais e imateriais ao povo Mebengokre Kayapó, da Terra Indígena Capoto/Jarina, em Peixoto de Azevedo, a 629 quilômetros de Cuiabá, por causa da queda de um Boeing da companhia, em setembro de 2006, que deixou 154 mortos. Segundo as crenças e tradições do povo Kayapó, a área tornou-se uma “casa dos espíritos” após a tragédia. O acordo foi fechado em 28 de outubro, intermediado pelo Ministério Público Federal, e veio a público nesta terça-feira. O avião da Gol fazia a linha do voo 1907, entre Manaus e Rio, e caiu após se chocar com um jato Legacy que seguia para os Estados Unidos, com sete pessoas a bordo. Os pilotos e ocupantes do Legacy conseguiram pousar, sem sofrer maiores danos. Passageiros e tripulação da Gol morreram na queda do Boeing. Após a tragédia, a área afetada pelo acidente tornou-se “imprópria para o uso da comunidade, por razões de ordem religiosa e cultural”. Segundo as crenças e tradições do povo Kayapó, passou a existir ali uma “casa dos espíritos”. “Naquele lugar nós não vamos caçar, não vamos fazer roça, não vamos pescar. Nós respeitamos os espíritos que moram lá”, explicou o cacique Bedjai Txucarramãe. A Gol definiu que cabia aos índios discutirem a indenização pela terra perdida. “Para a sociedade branca ainda é difícil entender a vida religiosa e espiritual dos povos indígenas. A conclusão da empresa, após diversas reuniões, é que somente a própria etnia Kayapó poderia valorar os danos passados e futuros sofridos. Entenda-se esse acordo como gesto de respeito para com a comunidade e a cultura do povo Kayapó, pelo qual a empresa, com absoluta boa-fé, busca realizar a reparação integral dos danos decorrentes do acidente aéreo”, ressaltou um representante da Gol. Uso dos recursos . A proposta de indenização aceita pelos índios também recebeu aval do diretor de Promoção ao Desenvolvimento Sustentável da Fundação Nacional do Índio (Funai), Artur Nobre Mendes, durante a reunião do dia 28. O uso dos recursos será gerido pelo Instituto Raoni, que também deverá prestar contas à Procuradoria da República em Barra do Garças, comprovando que a quantia resultou em melhorias ou benefícios para o povo Mebengokre Kayapó. O procurador da República Wilson Rocha Fernandes Assis, que atuou na intermediação da negociação, ressaltou no site oficial do MPF o protagonismo da comunidade indígena na celebração do acordo. Segundo ele, caberá ao MPF a elaboração de um laudo antropológico para esclarecer quais lideranças vão formalizar o acordo.",O Estado de S. Paulo,"http://brasil.estadao.com.br/noticias/geral,gol-pagara-r-4-mi-por-queda-de-aviao-que-transformou-terra-indigena-em-casa-dos-espiritos,10000087176",sociedade_cotidiano,08 de novembro de 2016
2649,"Ferraço entrega parecer sobre reforma trabalhista; bate-boca suspende sessão. Relator não alterou texto aprovado pela Câmara, mas sugeriu algumas mudanças por meio de vetos e MP. Após entrega, oposição protestou e presidente da CAE suspendeu sessão..  O senador Ricardo Ferraço (PSDB-ES) entregou nesta terça-feira (23) à Comissão de Assuntos Econômicos (CAE) o parecer dele sobre a reforma trabalhista, favorável à aprovação do projeto ( leia ao final desta reportagem o que prevê o projeto ). Logo após a entrega, estava prevista a apresentação do relatório, mas um bate-boca entre parlamentares da oposição e o relator fizeram o presidente da CAE, Tasso Jereissati (PSDB-CE), suspender a sessão. No documento entregue nesta terça, Ricardo Ferraço não sugeriu alterações ao texto aprovado pela Câmara, mas propôs algumas mudanças, por meio de vetos presidenciais e medida provisória, a ser editada pelo Poder Executivo. SAIBA O QUE PREVÊ A REFORMA TRABALHISTA Após a CAE retomar a sessão, deverá ser feita a leitura do parecer de Ferraço. Em seguida, o relatório precisa ser votado pelos integrantes da comissão, o que está, inicialmente, previsto para a semana que vem. Antes de ir ao plenário do Senado, a proposta terá, ainda, de ser analisada pelas comissões de Constituição e Justiça (CCJ) e de Assuntos Sociais (CAS) do Senado. A confusão Na sessão desta terça, senadores da oposição apresentaram um pedido para adiar a leitura do relatório de Ricardo Ferraço. O requerimento foi rejeitado por 13 votos a 11. Após a votação, houve protestos e os senadores começaram a discutir mais uma vez o adiamento da leitura do relatório. O senador Tasso Jereissati se preparava para passar a palavra para o relator Ricardo Ferraço fazer a leitura, quando Lindbergh Farias (PT-RJ) foi em direção ao relator dizendo que a oposição não ia permitir a leitura. Houve, então, gritaria, empurrões e os senadores ficaram exaltados. Lindbergh Farias e Ataídes Oliveira (PSDB-TO), mais exaltados, precisaram ser contidos por colegas e até seguranças. Parlamentares contrários à reforma se dirigiram à mesa e fizeram um cordão de isolamento para impedir a leitura do relatório. Nesse momento, Ataídes e Randolfe Rodrigues (Rede-AP) trocaram acusações. O senador tucano, gritando, precisou ser contido por Otto Alencar (PSD-BA). A sessão, neste instante, foi suspensa pelo presidente da comissão. Algumas pessoas que estavam na plateia acompanhando a reunião da comissão gritavam palavras de ordem contra o presidente Michel Temer. A confusão continuou mesmo após a suspensão da sessão. Senadores tentam acalmar a plateia da comissão. Enviada pelo governo Temer ao Congresso no ano passado, a reforma estabelece pontos que poderão ser negociados entre patrões e empregados e, em caso de acordo coletivo, passarão a ter força de lei. A entrega do relatório de Ferraço acontece em meio à maior crise política do governo desde que o presidente Michel Temer assumiu. Na semana passada, ele se tornou alvo de inquérito no Supremo Tribunal Federal (STF) após as delações dos donos e executivos da JBS. Enquanto senadores aliados ao governo defendem a leitura do relatório para sinalizar que, apesar da crise, as propostas da área econômica estão em andamento, parlamentares da oposição querem barrar a leitura, focando os debates no atual momento político. No relatório, Ferraço recomenda a aprovação do projeto conforme a redação enviada pela Câmara, mas sugere algumas mudanças a serem feitas pelo governo quando o presidente Temer for sancionar a proposta. Essas mudanças foram negociadas com senadores aliados do Palácio do Planalto. Entre os pontos da reforma que Ferraço propõe mudanças estão: Apesar do acordo entre senadores e Planalto, não necessariamente as mudanças sugeridas por Ferraço serão aceitas pelo Executivo.","Por Gustavo Garcia, G1, Brasília",https://g1.globo.com/politica/noticia/ferraco-entrega-relatorio-favoravel-a-reforma-trabalhista-na-cae.ghtml,politica,23/05/2017 15h37
483,"Ditador, pedófilo e genocida doou US$ 1 milhão para a campanha de Lula, segundo Palocci.  A Revista Veja deste fim de semana anunciou que pretende lançar uma bomba atômica sobre a política brasileira.  De acordo com a capa da revista, que foi antecipada ontem (07), Antonio Palocci teria delatado que o PT recebeu 1 milhão de dólares do ditador Muamar al-Kadafi, morto e linchado pela população de seu próprio país em 2011. Para quem não conhece a história do ditador, basta dar um ""google"" com as palavras ""Kadafi assassino"" ou ""Kadafi abuso"", enfim, as informações não são difíceis de se encontrar. A Veja promete contar todo o relato da delação premiada que Palocci está negociando com o MPF, incluindo os recibos da doação milionária do ditador genocida para a campanha de Lula em 2002. Um detalhe: Durante sua vida, Kadafi declarou várias vezes que tinha medo de 2 coisas: da morte e do povo [...] povo esse que acabou vingando os abusos do ditador e  fazendo justiça com as próprias mãos. DICA: Se você tem assinatura da Netflix, vale a pena assistir o documentário "" Mad Dog: Inside the Secret World of Muammar Gaddafi """,,https://www.diariodobrasil.org/ditador-pedofilo-e-genocida-doou-us-1-milhao-para-a-campanha-de-lula-segundo-palocci/,politica,08/12/2017
283,"Ratinho denunciou artistas que ""mamavam"" na Lei Rouanet e agora sofre ameaças de boicote.  Ratinho [apresentador do SBT] causou polêmica ao fazer um desabafo em programa.  Alguns artistas [se é que podemos chamá-los assim] estão planejando fazer uma espécie de ""punição"" ao apresentador. Eles planejam fazer um boicote e recusar convites da direção da atração para cantarem no palco do ""Programa do Ratinho"". A informação é do jornalista Fernando Oliveira em sua coluna para a Folha de S.Paulo. O apresentador disse que quem sobrevive da lei "" mama nas tetas do governo"" e denunciou alguns ""chupins"" que complementam sua renda através de verbas públicas que poderiam ser detinadas, por exemplo, para a saúde e educação. Ratinho estava certo! E quer saber? Esses supostos artistas não farão a mínima diferença no programa do apresentador! ""Se pegaram o dinheiro, eu não sei [...] mas tiveram a pouca vergonha de pedir"" disse o apresentador ""A maioria da população não sabe pra que serve e Lei Rouanet"" disse o apresentador. reveja o vídeo:",,https://www.diariodobrasil.org/ratinho-denunciou-artistas-que-mamavam-na-lei-rouanet-e-agora-sofre-ameacas-de-boicote27/,tv_celebridades,31/01/2018
3502,"EI divulga vídeo e ameaça França e EUA: "" Vamos vingar as mulheres e crianças que vocês bombardeiam todos os dias"". .  O E.I. (Estado Islâmico) prometeu vingança pelos recentes bombardeios da França contra a cidade síria de Al Raqqa,  principal reduto do grupo na Síria,  em um novo vídeo divulgado hoje (22) ""Seus bombardeios não vão nos debilitar,  e sim reforçar nossas fileiras. Mais gente se unirá a nós para vingar o país. Vamos vingar as mulheres e crianças que vocês bombardeiam todos os dias"" ,  disse um membro do EI na gravação. Nas imagens divulgadas,  c uja veracidade não foi ser constatada ,  dois homens de capuz denunciam que pelo menos dez bombas atingiram a administração central de distribuição de pão de Al Raqqa e,  segundo eles,  ""aterrorizaram os moradores"". Os dois combatentes falaram em francês e afirmaram que os ataques atingiram edifícios e infraestruturas civis. Eles também disseram que os atentados de Paris foram ""só uma advertência"" contra a França por ter atacado o grupo radical no Iraque e na Síria. O segundo homem do vídeo afirma que os Estados Unidos também não devem crer que estão imunes  e reforçou que o ataque em Paris foi apenas ""o princípio de uma cadeia de ataques"".",,https://www.diariodobrasil.org/ei-divulga-video-e-ameaca-franca-e-eua-vamos-vingar-as-mulheres-e-criancas-que-voces-bombardeiam-todos-os-dias/,sociedade_cotidiano,22/11/2015
1981,"Indígenas receberão indenização de R$ 4 milhões da Gol Linhas Aéreas por queda de avião.  Índios da etnia Kayapó receberam uma indenização de R$ 4 milhões da Gol Linhas Aéreas.  A indenização (que foi acordada entre ambas as partes)  é referente a queda do Boeing em propriedades indígenas. Em 29 de Setembro de 2006,  O Boeing 737,  da companhia aérea Gol,  colidiu no ar com o Jato Legacy-600,  da Embraer e caiu na floresta Amazônica. 154 pessoas,  entre passageiros e tripulantes,  perderam suas vidas. A maioria das famílias assinou um acordo com a Gol e recebeu indenizações,  que variaram de R$ 100 mil a R$ 1 milhão. INDENIZAÇÃO INDÍGENA O acordo foi firmado "" extrajudicialmente "" em Brasília,  no último dia 29 de outubro,  e divulgado hoje (8) pelo MPF. A companhia aérea se comprometeu a pagar a quantia ao Instituto Raoni. Os indígenas alegaram que o local do acidente se tornou uma casa dos espíritos,  onde é proibida a caça,  pesca,  plantio e construção de aldeias. A Gol informou que não irá comentar o assunto.",,https://www.diariodobrasil.org/indios-receberao-indenizacao-de-r-4-milhoes-da-gol-linhas-aereas-por-queda-de-aviao23/,sociedade_cotidiano,08/11/2016
1823,"TSE tem provas suficientes para cassar Michel Temer. Novo presidente pode ser eleito por voto indireto.  O TSE já tem indícios suficientes para provar que o financiamento de campanha da chapa Dilma/Temer se beneficiou de verbas desviadas do esquema criminoso proveniente da Petrobras.  Nesse caso,  os dois teriam que ser depostos. O blog do Josias de Souza informou que tais evidências documentais e testemunhais são suficientes para cassar a chapa PT/PMDB. Como Dilma já ""rolou rampa abaixo"" no Planalto,  a bola da vez é presidente Michel Temer. Caso a chapa seja cassada pelo TSE até este mês (dezembro de 2016),  poderá haver novas eleições diretas para presidente da República. Se o julgamento for ""empurrado"" para 2017,  caberá ao Congresso Nacional apontar o nome do próximo presidente através de eleição indireta.",,https://www.diariodobrasil.org/tse-tem-provas-suficientes-para-cassar-michel-temer-novo-presidente-pode-ser-eleito-por-voto-indireto14/,politica,14/12/2016
